,individual_wikidata_id,individual_name,birthyear,meta_occupation,region_name
268,Q102490,Evangelista Torricelli,1608.0,physicist | physicist | mathematician | mathematician,Western Europe | Italy | Southwestern Europe | Southern Italy
269,Q102493,Georg Friedrich Kaulfuss,1786.0,botanist | botanist,Northwestern Europe | Western Europe | German world | Germany
270,Q102508,Peter Aloys Gratz,1769.0,theologian,Northwestern Europe | Western Europe | German world | Germany
271,Q102531,Franz Xaver von Wegele,1823.0,historian,Northwestern Europe | Western Europe | German world | Germany
272,Q1025379,Caelestius,380.0,theologian,Western Europe | Italy | Southwestern Europe | mediterranean World | Southern Italy | Latin World
273,Q102539,Heinrich Gottfried Philipp Gengler,1817.0,historian,Northwestern Europe | Western Europe | German world | Germany
274,Q102540,Johannes Leunis,1802.0,botanist,Northwestern Europe | Western Europe | German world | Germany
275,Q102542,Julius Lehr,1845.0,economist,Northwestern Europe | Western Europe | German world | Germany
276,Q102545,Adolf Schaumann,1809.0,historian,Northwestern Europe | Western Europe | German world | Germany
277,Q102556,Carl Heyer,1797.0,botanist,Northwestern Europe | Western Europe | German world | Germany
278,Q102571,Friedrich Oesterlen,1812.0,anatomist,Northwestern Europe | Western Europe | German world | Germany
279,Q102581,Heinrich Wilhelm Grauert,1804.0,historian,Northwestern Europe | Western Europe | German world | Austria
280,Q102585,Johann Gottlieb Fichte,1762.0,philosopher,Northwestern Europe | Western Europe | German world | Germany
281,Q102592,Eduard von Kallee,1818.0,archeologist,Northwestern Europe | Western Europe | German world | Germany
282,Q102597,Albert Curtz,1600.0,astronomer,Northwestern Europe | Western Europe | German world | Germany
283,Q10261,Pythagoras,-582.0,musicologist | musicologist | musicologist | musicologist | philosopher | philosopher | philosopher | philosopher | mathematician | mathematician | mathematician | mathematician,Western Europe | Italy | Southwestern Europe | Greek World | mediterranean World | Southern Italy
284,Q102612,Heinrich Gottlieb Tzschirner,1778.0,theologian,Northwestern Europe | Western Europe | German world | Germany
285,Q102640,Georg Hartmann,1489.0,geologist | geologist | geologist | astronomer | astronomer | astronomer | mathematician | mathematician | mathematician,Northwestern Europe | Western Europe | German world | Germany
286,Q10266594,Diogo Soares,1684.0,geographer,Western Europe | Southwestern Europe | Portugal
287,Q10266609,Diogo cassels,1844.0,theologian,Western Europe | Southwestern Europe | Portugal
288,Q10267984,Domenico Capacci,1694.0,geographer,Western Europe | Italy | Southwestern Europe | Southern Italy
289,Q1026865,Sébastien de Brossard,1655.0,musicologist | musicologist,Northwestern Europe | Western Europe | France | Northern France
290,Q1026906,Louis le Comte,1655.0,astronomer,Northwestern Europe | Western Europe | Southern France | France
291,Q1026984,Stepanos Asoghik,1000.0,historian,Greek World | mediterranean World
292,Q102724,Theodor Dorsten,1492.0,botanist,Northwestern Europe | Western Europe | German world | Germany
293,Q10273039,Enrique de Arribas y Turull,1850.0,historian,Northwestern Europe | Western Europe | France
294,Q102731,Johann Sebastian von Drey,1777.0,theologian,Northwestern Europe | Western Europe | German world | Germany
295,Q102738,Andreas Keller,1503.0,theologian,Northwestern Europe | Western Europe | German world | Germany
296,Q10274102,Ernesto do Canto,1831.0,historian,Western Europe | Southwestern Europe | Portugal
297,Q1027636,István Gorove,1819.0,economist,Eastern Europe | Central Europe
298,Q10276989,Friedrich Walchner,1799.0,geologist | geologist | geologist | chemist | chemist | chemist,Northwestern Europe | Western Europe | German world | Germany
299,Q102773860,August Tabulski,1842.0,mathematician,Northwestern Europe | Western Europe | German world | Germany
300,Q102788,Johann Joseph Hoffmann,1805.0,linguist,Northwestern Europe | Western Europe | Low countries | Netherlands
301,Q102806,Stephan Praetorius,1536.0,theologian,Northwestern Europe | Western Europe | German world | Germany
302,Q10284482,Francesco Tosi Colombina,1701.0,geographer,Western Europe | Southwestern Europe | Portugal
303,Q10284517,Francis Xavier Schmalzgrueber,1663.0,theologian,Northwestern Europe | Western Europe | German world | Germany
304,Q10284550,Francisco Afonso de Chaves e Melo,1685.0,historian,Western Europe | Southwestern Europe | Portugal
305,Q10284756,Francisco Ferraz de Macedo,1845.0,anthropologist,Western Europe | Southwestern Europe | Portugal
306,Q10284911,Francisco Leitão Ferreira,1667.0,historian,Western Europe | Southwestern Europe | Portugal
307,Q10284967,Francisco Manoel Carlos de Mello de Ficalho,1837.0,botanist,Western Europe | Southwestern Europe | Portugal
308,Q10284995,Francisco Martins Sarmento,1833.0,archeologist,Western Europe | Southwestern Europe | Portugal
309,Q102851,Boethius,480.0,musicologist | musicologist | musicologist | musicologist | philosopher | philosopher | philosopher | philosopher | mathematician | mathematician | mathematician | mathematician,Western Europe | Italy | Southwestern Europe | mediterranean World | Southern Italy | Latin World
310,Q10285270,Francisco da Fonseca,1668.0,historian,Western Europe | Southwestern Europe | Portugal
311,Q102853,Anton Gogeisl,1701.0,astronomer,Chinese world | Northern China
312,Q10285493,Franciscus Parcovius,1560.0,mathematician,Northwestern Europe | Western Europe | German world | Germany
313,Q10285577,Franz Keller-Leuzinger,1835.0,geographer | geographer,Northwestern Europe | Western Europe | German world | Germany
314,Q10285676,François-Joseph Nolau,1804.0,archeologist,Northwestern Europe | Western Europe | France | Northern France
315,Q10285886,Frei Inácio de São Caetano,1718.0,theologian,Western Europe | Southwestern Europe | Portugal
316,Q10285894,Manuel dos Santos,1672.0,historian,Western Europe | Southwestern Europe | Portugal
317,Q10287040,Félix José da Costa,1819.0,historian,Western Europe | Southwestern Europe | Portugal
318,Q102875,Christian Friedrich von Schnurrer,1742.0,theologian,Northwestern Europe | Western Europe | German world | Germany
319,Q10287883,Gabriel Pereira,1847.0,archeologist | archeologist | historian | historian,Western Europe | Southwestern Europe | Portugal
320,Q10288430,Gaspar Barreiros,1501.0,geographer,Western Europe | Southwestern Europe | Portugal
321,Q1028885,Christian Friedrich Franckenstein,1621.0,historian,Northwestern Europe | Western Europe | German world | Germany
322,Q1028890,Gustav Lorinser,1811.0,botanist,Northwestern Europe | Western Europe | German world | Austria
323,Q10289132,Gerardo Augusto Pery,1835.0,geographer,Western Europe | Southwestern Europe | Portugal
324,Q102898,Michael Alberti,1682.0,physicist,Northwestern Europe | Western Europe | German world | Germany
325,Q1029055,József Gvadányi,1725.0,philosopher,Eastern Europe | Central Europe
326,Q10290629,Gonçalo de Lagos,1360.0,philosopher,Western Europe | Southwestern Europe | Portugal
327,Q1029105,Camille-Christophe Gerono,1799.0,mathematician,Northwestern Europe | Western Europe | France | Northern France
328,Q1029228,Camille Montagne,1784.0,botanist | botanist | botanist,Northwestern Europe | Western Europe | France | Northern France
329,Q10292804,Guilherme Luís Alberto Rodolfo Abehen,1813.0,archeologist,Northwestern Europe | Western Europe | German world | Germany
330,Q1029331,Camillo Agrippa,1501.0,mathematician,Western Europe | Northern Italy | Italy | Southwestern Europe
331,Q10293670,Seyyed Nematollah Jazayeri,1640.0,theologian,Muslim world | Persian world
332,Q102937181,Hugo Ottomar Hertzer,1831.0,mathematician,Northwestern Europe | Western Europe | German world | Germany
333,Q1029391,Camillo Mazzella,1833.0,theologian,Western Europe | Italy | Southwestern Europe | Southern Italy
334,Q1029392,Claude de Visdelou,1656.0,mathematician,Northern India | Indian world
335,Q10294296,Heinrich Pantaleon,1522.0,historian,Northwestern Europe | Western Europe | German world | Switzerland
336,Q10294687,Henri Drouët,1829.0,zoologist,Northwestern Europe | Western Europe | France | Northern France
337,Q10294794,Henrique Luís de Niemeyer Bellegarde,1802.0,geographer | geographer | historian | historian,Western Europe | Southwestern Europe | Portugal
338,Q10295079,Hermann August Krauss,1848.0,zoologist,Northwestern Europe | Western Europe | German world | Germany
339,Q10295962,Lázaro Luís,1500.0,geographer,Western Europe | Southwestern Europe | Portugal
340,Q10296786,Sayyed Ibn Tawus,1193.0,historian,Muslim world | Arabic world
341,Q1029943,Julius Dedekind,1795.0,historian,Northwestern Europe | Western Europe | German world | Germany
342,Q10299689,Ibn Ghazi al-Miknasi,1437.0,linguist | linguist | linguist | historian | historian | historian | mathematician | mathematician | mathematician,Muslim world | Arabic world
343,Q1029980,István Gyárfás,1822.0,historian,Eastern Europe | Central Europe
344,Q103021,Ludwig Gottfried Blanc,1781.0,linguist,Northwestern Europe | Western Europe | German world | Germany
345,Q103024,Jan Roh,1490.0,theologian,Eastern Europe | Central Europe
346,Q1030331,Gergely Gyöngyösi,1472.0,historian,Eastern Europe | Central Europe
347,Q10303366,Inácio Monteiro,1724.0,philosopher | philosopher | mathematician | mathematician,Western Europe | Southwestern Europe | Portugal
348,Q10303374,Inácio da Costa Quintela,1763.0,historian,Western Europe | Southwestern Europe | Portugal
349,Q10303381,Inácio de Vilhena Barbosa,1811.0,historian,Western Europe | Southwestern Europe | Portugal
350,Q1030418,Louis Dochez,1805.0,linguist,Northwestern Europe | Western Europe | France
351,Q103042,John Parish von Senftenberg,1774.0,astronomer,Eastern Europe | Central Europe
352,Q10304709,Jacinto Inácio de Brito Rebelo,1830.0,historian,Western Europe | Southwestern Europe | Portugal
353,Q103048,Christian Adolf Pescheck,1787.0,theologian,Eastern Europe | Central Europe
354,Q10305051,James Alexander Brewer,1818.0,botanist,British Islands | Northwestern Europe | United Kingdom | Western Europe
355,Q10305074,James Ferrier,1734.0,philosopher,Western Europe | Southwestern Europe | Portugal
356,Q10306742,Jerónimo Contador de Argote,1676.0,historian,Western Europe | Southwestern Europe | Portugal
357,Q10306744,Jerónimo Emiliano de Andrade,1789.0,historian,Western Europe | Southwestern Europe | Portugal
358,Q10306764,Jerónimo de Mendonça,1548.0,historian,Western Europe | Southwestern Europe | Portugal
359,Q1030682,Christian Friedrich Maurer,1847.0,historian,Northwestern Europe | Western Europe | German world | Germany
360,Q1030699,Campegius Vitringa,1693.0,theologian,Northwestern Europe | Western Europe | Low countries | Netherlands
361,Q1030704,Gregor Lagus,1586.0,theologian,Eastern Europe | Central Europe
362,Q10307055,Joaquim Albuquerque,1839.0,mathematician,Western Europe | Southwestern Europe | Portugal
363,Q10307132,Joaquim Cândido Guilhobel,1787.0,geographer,Western Europe | Southwestern Europe | Portugal
364,Q10307166,Joaquim Filipe Nery da Encarnação Delgado,1835.0,geologist,Western Europe | Southwestern Europe | Portugal
365,Q10307195,Joaquim Gomes de Souza,1829.0,mathematician,British Islands | Northwestern Europe | United Kingdom | Western Europe
366,Q10307238,Joaquim José Rodrigues de Brito,1753.0,economist,Western Europe | Southwestern Europe | Portugal
367,Q103073,Heinrich von Herford,1326.0,historian,Northwestern Europe | Western Europe | German world | Germany
368,Q10307378,Joaquim Possidónio Narciso da Silva,1806.0,archeologist,Western Europe | Southwestern Europe | Portugal
369,Q10307498,Joaquim de Santa Rosa de Viterbo,1744.0,historian,Western Europe | Southwestern Europe | Portugal
370,Q10307747,Johan Erik Ewald Ahrling,1837.0,botanist,Northwestern Europe | Western Europe | Nordic countries | Sweden
371,Q10307767,Johann Friedrich Peter Dreves,1772.0,botanist | botanist,Northwestern Europe | Western Europe | German world | Germany
372,Q10307778,Johann Otto Boeckeler,1803.0,botanist,Northwestern Europe | Western Europe | German world | Germany
373,Q10307781,Johann Wilhelm Krause,1764.0,botanist,Northwestern Europe | Western Europe | German world | Germany
374,Q10307797,Johannes Heinrich Ursinus,1608.0,zoologist,Northwestern Europe | Western Europe | German world | Germany
375,Q10307857,John Joscelyn,1529.0,historian,British Islands | Northwestern Europe | United Kingdom | Western Europe
376,Q10308064,Jorge Berkeley Cotter,1845.0,paleontologist,Western Europe | Southwestern Europe | Portugal
377,Q10308755,José Alves da Silva,1850.0,historian,Western Europe | Southwestern Europe | Portugal
378,Q1030878,Hartwig Derenbourg,1844.0,historian,Northwestern Europe | Western Europe | France | Northern France
379,Q1030894,Hermann Küster,1813.0,theologian,Northwestern Europe | Western Europe | German world | Germany
380,Q10309047,José Caetano Dias do Canto e Medeiros,1786.0,historian,Western Europe | Southwestern Europe | Portugal
381,Q10309143,José Carlos de Figueiredo,1773.0,geographer,Western Europe | Southwestern Europe | Portugal
382,Q10309241,José Cândido da Silveira Avelar,1844.0,historian,Western Europe | Southwestern Europe | Portugal
383,Q10309503,José Germano da Silva Pereira e Cunha,1839.0,historian,Western Europe | Southwestern Europe | Portugal
384,Q10309606,José Inácio Barcelos da Silveira,1800.0,historian,Western Europe | Southwestern Europe | Portugal
385,Q10309665,José Joaquim Pereira Falcão,1841.0,mathematician,Western Europe | Southwestern Europe | Portugal
386,Q10309670,José Joaquim Pinheiro,1833.0,historian,Western Europe | Southwestern Europe | Portugal
387,Q10309985,José Maria da Cunha Seixas,1836.0,philosopher,Western Europe | Southwestern Europe | Portugal
388,Q103102,Otto Tischler,1843.0,archeologist | archeologist | historian | historian,Eastern Europe | Slav world
389,Q10310523,José Silvestre Ribeiro,1807.0,historian,Western Europe | Southwestern Europe | Portugal
390,Q10310611,José Veríssimo de Almeida,1834.0,botanist | botanist,Western Europe | Southwestern Europe | Portugal
391,Q10310755,José de Arriaga,1848.0,historian,Western Europe | Southwestern Europe | Portugal
392,Q1031082,Lőrinc Gály,1805.0,theologian,Eastern Europe | Central Europe
393,Q10310863,José de Torres,1827.0,historian,Western Europe | Southwestern Europe | Portugal
394,Q10310867,José do Canto,1820.0,botanist,Western Europe | Southwestern Europe | Portugal
395,Q1031104,Antal Gánóczy,1728.0,theologian | theologian | historian | historian,Eastern Europe | Central Europe
396,Q10311118,João Baptista Lavanha,1555.0,geographer | geographer | geographer | mathematician | mathematician | mathematician,Western Europe | Southwestern Europe | Spain
397,Q10311400,João Delgado,1553.0,astronomer | astronomer | mathematician | mathematician,Western Europe | Southwestern Europe | Portugal
398,Q10312032,João Pedro Ribeiro,1758.0,historian,Western Europe | Southwestern Europe | Portugal
399,Q10312817,Jules Lichtenstein,1818.0,zoologist | zoologist,Northwestern Europe | Western Europe | France
400,Q10313177,Justino Cúmano,1818.0,archeologist,Western Europe | Northern Italy | Italy | Southwestern Europe
