,individual_wikidata_id,individual_name,occupations_wikidata_id,occupations_name,occupations_category
287663,Q94779631,Carl Lohmeyer,Q1231865,pedagogue,science|writer
287664,Q461109,John Henry Comstock,Q350979,zoologist,science|writer
287665,Q461109,John Henry Comstock,Q3055126,entomologist,science|writer
287666,Q461109,John Henry Comstock,Q17344952,arachnologist,science|writer
287681,Q3107250,Giovanni Manna,Q188094,economist,science|writer
287682,Q311823,Geminiano Montanari,Q11063,astronomer,science|writer
287683,Q311823,Geminiano Montanari,Q170790,mathematician,science|writer
287688,Q10240,Dadabhai Naoroji,Q188094,economist,science|writer
287700,Q6133323,James Edmund Harting,Q1225716,ornithologist,science|writer
287707,Q6154532,Adolf Moberg,Q169470,physicist,science|writer
287708,Q6154532,Adolf Moberg,Q593644,chemist,science|writer
287713,Q3158684,Jacques Delisse,Q2374149,botanist,science|writer
287714,Q3158684,Jacques Delisse,Q11900058,explorer,science|writer
287728,Q3281581,Robert D. FitzGerald,Q2374149,botanist,science|writer
287729,Q3281581,Robert D. FitzGerald,Q11900058,explorer,science|writer
287730,Q3281581,Robert D. FitzGerald,Q1225716,ornithologist,science|writer
287734,Q12056400,Franz Stephan Rautenstrauch,Q1231865,pedagogue,science|writer
287745,Q1910552,Matthäus Stang,Q1734662,cartographer,artist|science|writer
287749,Q1439584,Johann Karl Fischer,Q169470,physicist,science|writer
287750,Q1439584,Johann Karl Fischer,Q170790,mathematician,science|writer
287753,Q65027,Basilius Besler,Q593644,chemist,science|writer
287754,Q65027,Basilius Besler,Q2374149,botanist,science|writer
287759,Q1241256,Patrick Colquhoun,Q2732142,statistician,science|writer
287762,Q4149026,Grigor Daranagetsi,Q901,scientist,science|writer
287764,Q21505967,Robson Benson,Q2374149,botanist,science|writer
287769,Q5442139,Felix Battanchon,Q16145150,music pedagogue,artist|science|writer
287773,Q30166326,Ludwig Matthiessen,Q169470,physicist,science|writer
287776,Q15410601,Nicolaes Visscher II,Q1734662,cartographer,artist|science|writer
287779,Q94924539,Anne Joseph Bruand,Q3621491,archaeologist,science|writer
287790,Q435706,Thomas Ignatius Maria Forster,Q11063,astronomer,science|writer
287791,Q435706,Thomas Ignatius Maria Forster,Q18805,naturalist,science|writer
287795,Q640494,Louis Ramond de Carbonnières,Q2374149,botanist,science|writer
287796,Q640494,Louis Ramond de Carbonnières,Q520549,geologist,science|writer
287797,Q640494,Louis Ramond de Carbonnières,Q11900058,explorer,science|writer
287799,Q181380,Li Rui,Q170790,mathematician,science|writer
287801,Q100138429,Juana Josefina Cavasos Barnard,Q937283,pioneer,science|writer
287802,Q100138429,Juana Josefina Cavasos Barnard,Q1818899,settler,science|writer
287806,Q4814842,Eleanor Glanville,Q18805,naturalist,science|writer
287807,Q4814842,Eleanor Glanville,Q350979,zoologist,science|writer
287808,Q4814842,Eleanor Glanville,Q3055126,entomologist,science|writer
287816,Q22212040,Fernand Linarès,Q11900058,explorer,science|writer
287842,Q4769317,Annie Jack,Q3140857,horticulturist,science|writer
287862,Q11925769,Ludwig Benjamin,Q2374149,botanist,science|writer
287863,Q8016121,William Nicholas Searancke,Q294126,land surveyor,science|writer
287867,Q794020,Jean-Charles de Besse,Q2873500,adventurer,science|writer
287868,Q794020,Jean-Charles de Besse,Q11900058,explorer,science|writer
287879,Q19325657,Frances Martin,Q1231865,pedagogue,science|writer
287882,Q2198528,Ahmad ibn Yusuf,Q11063,astronomer,science|writer
287883,Q2198528,Ahmad ibn Yusuf,Q170790,mathematician,science|writer
287886,Q447290,John Peter Gassiot,Q169470,physicist,science|writer
287899,Q549965,János Vitéz,Q11063,astronomer,science|writer
287900,Q549965,János Vitéz,Q170790,mathematician,science|writer
287915,Q2144421,Renward Cysat,Q1734662,cartographer,artist|science|writer
287918,Q5503936,Friedrich Wilhelm Erdmann Clasen,Q3055126,entomologist,science|writer
287919,Q10400271,Šimon Hájek,Q1231865,pedagogue,science|writer
287935,Q55894895,Baruch Sutro,Q294126,land surveyor,science|writer
287945,Q21391335,Mário Gadanho,Q2487799,mycologist,science|writer
287949,Q12043992,Pavel Aretin z Ehrenfeldu,Q1734662,cartographer,artist|science|writer
287954,Q32171617,Virgilio Cavina,Q170790,mathematician,science|writer
287959,Q5831195,Emilio MacKinney,Q2374149,botanist,science|writer
287967,Q15428761,Johann Carl Moll,Q170790,mathematician,science|writer
287976,Q280250,Carlo Matteucci,Q169470,physicist,science|writer
287977,Q280250,Carlo Matteucci,Q6337803,neuroscientist,science|writer
287980,Q2585807,Johannes Walaeus,Q901,scientist,science|writer
287981,Q2585807,Johannes Walaeus,Q864503,biologist,science|writer
287982,Q2585807,Johannes Walaeus,Q10872101,anatomist,science|writer
287997,Q8018118,William Sansom Vaux,Q13416354,mineralogist,science|writer
288001,Q55859733,Raimund Rhomberg,Q593644,chemist,science|writer
288006,Q21282981,Pieter Bruynsz,Q1734662,cartographer,artist|science|writer
288010,Q90722889,Okamoto Kansuke,Q1734662,cartographer,artist|science|writer
288011,Q90722889,Okamoto Kansuke,Q11900058,explorer,science|writer
288015,Q20481731,József Péch,Q3644587,hydrologist,science|writer
288019,Q21514439,Sebastien Guyétant,Q2374149,botanist,science|writer
288024,Q6135943,James Hepburn,Q350979,zoologist,science|writer
288025,Q6135943,James Hepburn,Q1225716,ornithologist,science|writer
288027,Q104889912,Vincenc Jarolímek,Q170790,mathematician,science|writer
288035,Q1321772,Pál Tittel,Q11063,astronomer,science|writer
288037,Q845480,Yan Ruoqu,Q170790,mathematician,science|writer
288038,Q845480,Yan Ruoqu,Q901402,geographer,science|writer
288043,Q6241832,John Jermyn Symonds,Q294126,land surveyor,science|writer
288047,Q11924309,Giuseppe Zaccaria,Q1231865,pedagogue,science|writer
288052,Q1668527,Wilhelm Grempler,Q3621491,archaeologist,science|writer
288053,Q1668527,Wilhelm Grempler,Q17488316,prehistorian,science|writer
288057,Q6073468,Peter Prahl,Q2374149,botanist,science|writer
288073,Q650059,John Ebbetts,Q11900058,explorer,science|writer
288074,Q100606304,Maria Wilckens,Q3303297,ironmaster,science|writer
288075,Q2100582,Alfons de Cock,Q4773904,anthropologist,science|writer
288089,Q55238140,Elias Schiller,Q1231865,pedagogue,science|writer
288095,Q79051240,Johann Traugott Schneider,Q901,scientist,science|writer
288106,Q12274868,Vasil Cholakov,Q3075052,folklorist,science|writer
288110,Q2755862,Leo Valent Pantocsek,Q593644,chemist,science|writer
288111,Q94831095,Louis Dufour,Q169470,physicist,science|writer
288114,Q55844595,Franz Lauffs,Q1231865,pedagogue,science|writer
288130,Q320600,Thomas Tooke,Q2732142,statistician,science|writer
288131,Q320600,Thomas Tooke,Q188094,economist,science|writer
288134,Q98785828,Abd El Razzaq Al-Jazaïri,Q901,scientist,science|writer
288158,Q15450189,Bernhard Cantzler,Q170790,mathematician,science|writer
288159,Q987763,Edwin Felix Thomas Atkinson,Q3055126,entomologist,science|writer
288160,Q8017393,William Raven,Q11900058,explorer,science|writer
288161,Q15725569,Thomas Charles Banfield,Q188094,economist,science|writer
288169,Q2853949,Antoine François Boutron Charlard,Q593644,chemist,science|writer
288181,Q3180566,Johann Gottlieb Kugelann,Q3055126,entomologist,science|writer
288182,Q496645,Andreas Cellarius,Q1734662,cartographer,artist|science|writer
288183,Q496645,Andreas Cellarius,Q11063,astronomer,science|writer
288184,Q496645,Andreas Cellarius,Q170790,mathematician,science|writer
288185,Q496645,Andreas Cellarius,Q901402,geographer,science|writer
288190,Q4722695,Alfred Fryer,Q2374149,botanist,science|writer
288192,Q95291337,Karl Theodor Christoph Lintner,Q593644,chemist,science|writer
288196,Q16658104,Ermenegildo Pini,Q18805,naturalist,science|writer
288197,Q16658104,Ermenegildo Pini,Q170790,mathematician,science|writer
288198,Q16658104,Ermenegildo Pini,Q520549,geologist,science|writer
288199,Q3779894,Gustaf Flink,Q18805,naturalist,science|writer
288200,Q3779894,Gustaf Flink,Q520549,geologist,science|writer
288201,Q3779894,Gustaf Flink,Q13416354,mineralogist,science|writer
288204,Q55900763,Gottfried Albert Germain,Q350979,zoologist,science|writer
288220,Q95284277,Friedrich Preiss,Q1231865,pedagogue,science|writer
288227,Q1405369,Ferdinand Haug,Q3621491,archaeologist,science|writer
288229,Q2039410,Otto Julius von Tschirschky und Bögendorff,Q188094,economist,science|writer
288230,Q726365,Chauncey Wright,Q170790,mathematician,science|writer
288237,Q29842791,Karel Filipovský,Q901402,geographer,science|writer
288241,Q9291598,Hermann Schmidt,Q3055126,entomologist,science|writer
288244,Q6320673,Józef Supiński,Q188094,economist,science|writer
288245,Q6320673,Józef Supiński,Q2306091,sociologist,science|writer
288254,Q55074148,Karl Friedrich Wiepken,Q3055126,entomologist,science|writer
288264,Q55844868,Ernst Merker,Q1231865,pedagogue,science|writer
288266,Q3299807,Matthew Stewart,Q170790,mathematician,science|writer
288275,Q28137436,John Green Curtis,Q2055046,physiologist,science|writer
288294,Q336404,"James Lindsay, 26th Earl of Crawford",Q11063,astronomer,science|writer
288297,Q1633171,Alfred Julius Becher,Q16031530,music theorist,science|writer
288316,Q64542,Hermann Kretzschmar,Q16145150,music pedagogue,artist|science|writer
288317,Q64542,Hermann Kretzschmar,Q16031530,music theorist,science|writer
288322,Q61480903,Giovanni Nicolussi,Q1231865,pedagogue,science|writer
288329,Q11977907,Jakob Pavels Friis,Q520549,geologist,science|writer
288330,Q50529393,Johann Caspar Dollfuss,Q593644,chemist,science|writer
288332,Q1010025,Sándor Gesell,Q520549,geologist,science|writer
288339,Q55072382,Franz Schmidt,Q3055126,entomologist,science|writer
288347,Q6216016,Johann Jakob Müller,Q169470,physicist,science|writer
288367,Q11636921,Adachi Nobuakira,Q901,scientist,science|writer
288368,Q109851991,Johann Friedrich Simon,Q1231865,pedagogue,science|writer
288369,Q117963,Johann Conrad Ammann,Q18805,naturalist,science|writer
288371,Q965166,Leopold Quehl,Q2374149,botanist,science|writer
288372,Q3619836,Antonio Maria Lorgna,Q170790,mathematician,science|writer
288376,Q18783634,Elizabeth Burgwin,Q63676514,educationalist,science|writer
288377,Q2959850,Charles Moreau,Q11900058,explorer,science|writer
288388,Q1393311,Friedrich August Harnisch,Q1231865,pedagogue,science|writer
288392,Q586221,Antoine Gaubil,Q11063,astronomer,science|writer
288393,Q586221,Antoine Gaubil,Q170790,mathematician,science|writer
288406,Q95466354,Jiří Stanislav Hostinský,Q12347522,ethnographer,science|writer
288415,Q94820997,Karl Otto Meyer,Q170790,mathematician,science|writer
288421,Q55625921,Just Bigot,Q3055126,entomologist,science|writer
288423,Q94875143,Paul Richter,Q1231865,pedagogue,science|writer
288432,Q21415665,Johann Adolph Winter,Q2114605,pharmacologist,science|writer
288435,Q91545,Johann Günther Friedrich Cannabich,Q901402,geographer,science|writer
288441,Q6118350,Jacob Bell,Q593644,chemist,science|writer
288455,Q39744436,Adolf Brückner,Q2374149,botanist,science|writer
288457,Q3035890,Florimond Van Duyse,Q17484288,ethnomusicologist,science|writer
288470,Q6244729,John William Lewin,Q18805,naturalist,science|writer
288471,Q6244729,John William Lewin,Q11900058,explorer,science|writer
288478,Q6787501,Matilda Coxe Stevenson,Q4773904,anthropologist,science|writer
288479,Q6787501,Matilda Coxe Stevenson,Q11900058,explorer,science|writer
288481,Q95283,Adolf von Koenen,Q1662561,paleontologist,science|writer
288482,Q95283,Adolf von Koenen,Q520549,geologist,science|writer
288484,Q55228026,Gottardo Garollo,Q901402,geographer,science|writer
288486,Q1681337,Roch-Ambroise Cucurron Sicard,Q1231865,pedagogue,science|writer
288489,Q5866527,Francisco Llobet,Q131062,urban planner,science|writer
288490,Q15964007,John Burn Bailey,Q3621491,archaeologist,science|writer
288491,Q106370075,Georg Camitz,Q3303297,ironmaster,science|writer
288492,Q2880362,Alexius Sylvius Polonus,Q11063,astronomer,science|writer
288495,Q6205919,Peter Gustaf Tengmalm,Q18805,naturalist,science|writer
288496,Q6205919,Peter Gustaf Tengmalm,Q1225716,ornithologist,science|writer
288505,Q75757,Heinrich Nissen,Q15983985,classical archaeologist,science|writer
288506,Q75757,Heinrich Nissen,Q25915497,archaeologist of the Roman provinces,science|writer
288534,Q55902114,Joseph Fiebag,Q170790,mathematician,science|writer
288549,Q1528676,Giuseppe Toniolo,Q188094,economist,science|writer
288550,Q1528676,Giuseppe Toniolo,Q2306091,sociologist,science|writer
288551,Q1528676,Giuseppe Toniolo,Q17488363,economic historian,science|writer
288554,Q462101,Thomas George Bonney,Q520549,geologist,science|writer
288567,Q104286298,Joseph Bird,Q294126,land surveyor,science|writer
288572,Q12017663,František Černý,Q1231865,pedagogue,science|writer
288573,Q22920690,John Brewer Cameron,Q294126,land surveyor,science|writer
288576,Q5094294,Chevalier des Marchais,Q1734662,cartographer,artist|science|writer
288579,Q88344985,Cipriano Vimercati Benítez,Q170790,mathematician,science|writer
288587,Q16648693,Aleksandr Yermolayev,Q3621491,archaeologist,science|writer
288590,Q43378756,Pedro Enguera,Q170790,mathematician,science|writer
288595,Q97533,Ernst August Geitner,Q593644,chemist,science|writer
288596,Q97533,Ernst August Geitner,Q2374149,botanist,science|writer
288599,Q55614792,Jack Sumner,Q11900058,explorer,science|writer
288602,Q5931539,Nils Lagerstedt,Q2374149,botanist,science|writer
288612,Q94833606,Johann Jakob Jost,Q1231865,pedagogue,science|writer
288619,Q379733,Odoric of Pordenone,Q11900058,explorer,science|writer
288620,Q379733,Odoric of Pordenone,Q1937330,world traveler,science|writer
288621,Q7345026,Robert H. Birch,Q11900058,explorer,science|writer
288631,Q16037627,Orland P. Bassett,Q3140857,horticulturist,science|writer
288636,Q24054733,Alphonse Moillet,Q12347522,ethnographer,science|writer
288637,Q54507599,Christoph Adam Frh. von Stackelberg,Q1231865,pedagogue,science|writer
288638,Q36660808,Robert Demcker,Q2374149,botanist,science|writer
288643,Q6913616,Morris Birkbeck Pell,Q170790,mathematician,science|writer
288655,Q94900662,Franz Christian Stockert,Q1231865,pedagogue,science|writer
288663,Q1630043,Garcí Manuel de Carbajal,Q11900058,explorer,science|writer
288679,Q6426256,Koide Chōjūrō,Q170790,mathematician,science|writer
288683,Q359396,Yaroslav II of Vladimir,Q11900058,explorer,science|writer
288691,Q4491636,Ignacy Fonberg,Q593644,chemist,science|writer
288693,Q21536182,Charles Adolph (Carl) Leibius,Q593644,chemist,science|writer
288696,Q702918,Ma Huan,Q11900058,explorer,science|writer
288702,Q187841,Miguel Díaz,Q11900058,explorer,science|writer
288709,Q3130927,Henri Debray,Q593644,chemist,science|writer
288723,Q3122239,Guy de Charnacé,Q1781198,agronomist,science|writer
288726,Q553910,Fredrik Johan Wiik,Q520549,geologist,science|writer
288727,Q553910,Fredrik Johan Wiik,Q13416354,mineralogist,science|writer
288732,Q180781,Pedro Lisperguer,Q126236,conquistador,science|writer
288747,Q68553,Eugen Netto,Q170790,mathematician,science|writer
288755,Q1482287,John Clayton,Q901402,geographer,science|writer
288762,Q3373217,Thorstein Hiortdahl,Q593644,chemist,science|writer
288763,Q3373217,Thorstein Hiortdahl,Q520549,geologist,science|writer
288764,Q3373217,Thorstein Hiortdahl,Q13416354,mineralogist,science|writer
288766,Q28823232,William Bottrell,Q3075052,folklorist,science|writer
288775,Q1392483,Johan Georg Forchhammer,Q520549,geologist,science|writer
288776,Q1392483,Johan Georg Forchhammer,Q13416354,mineralogist,science|writer
288797,Q274928,Paul Émile Bienaimé,Q16145150,music pedagogue,artist|science|writer
288837,Q34622034,Józef Szabliński,Q16145150,music pedagogue,artist|science|writer
288847,Q7964847,Walter Flight,Q13416354,mineralogist,science|writer
288848,Q20049412,Amand Mészáros,Q1231865,pedagogue,science|writer
288856,Q1437304,Alfredo Keil,Q3621491,archaeologist,science|writer
288858,Q94839700,Johann Konrad Maurer,Q170790,mathematician,science|writer
288859,Q76966,Johann Elert Bode,Q11063,astronomer,science|writer
288866,Q94943958,Adolf Lorey,Q11063,astronomer,science|writer
288867,Q94943958,Adolf Lorey,Q170790,mathematician,science|writer
288868,Q94943958,Adolf Lorey,Q1231865,pedagogue,science|writer
288874,Q5544382,George Scovell,Q15442776,cryptographer,science|writer
288879,Q62778,Gustav Bischof,Q593644,chemist,science|writer
288880,Q62778,Gustav Bischof,Q520549,geologist,science|writer
288882,Q17395655,Josef Schreyer,Q188094,economist,science|writer
288885,Q705243,Itō Keisuke,Q2374149,botanist,science|writer
288892,Q1063554,Charles Alston,Q2374149,botanist,science|writer
288908,Q18528973,Ezekiel Foxcroft,Q170790,mathematician,science|writer
288911,Q5954623,Jules Rothschild,Q2374149,botanist,science|writer
288923,Q11730345,Józef Herman Osiński,Q593644,chemist,science|writer
288924,Q11730345,Józef Herman Osiński,Q2374149,botanist,science|writer
288926,Q555978,Charles Booth,Q2732142,statistician,science|writer
288927,Q555978,Charles Booth,Q2306091,sociologist,science|writer
288938,Q16492178,Antônio Pedro de Carvalho Borges,Q170790,mathematician,science|writer
