,wikidata_id,individual_name,region_code,region_name,birthyear,meta_occupation,meta_region,meta_region_name
11177,Q6069858,Andreas Olavi Rhyzelius,re_nordic_countries,Nordic countries,1677.0,historian,europe,Nordic countries
11190,Q1441548,Hector Gottfried Masius,re_nordic_countries,Nordic countries,1653.0,theologian,europe,Nordic countries
11287,Q954771,Olof Celsius,re_nordic_countries,Nordic countries,1670.0,philosopher | botanist | linguist | theologian | historian,europe,Nordic countries
11406,Q5564029,Olof Bagger,re_nordic_countries,Nordic countries,1607.0,theologian,europe,Nordic countries
11455,Q283943,Sæmundr fróði,re_nordic_countries,Nordic countries,1056.0,historian,europe,Nordic countries
11595,Q740096,Olof Rudbeck the Younger,re_nordic_countries,Nordic countries,1660.0,botanist | zoologist,europe,Nordic countries
11644,Q12306147,Christian Rudolph Müller,re_nordic_countries,Nordic countries,1651.0,theologian,europe,Nordic countries
11712,Q16064805,Niels Pedersen Aurilesius,re_nordic_countries,Nordic countries,1601.0,theologian,europe,Nordic countries
11748,Q16649739,Johan Lithen,re_nordic_countries,Nordic countries,1663.0,geographer,europe,Nordic countries
11806,Q6176494,Johannes Simonius,re_nordic_countries,Nordic countries,1566.0,philosopher,europe,Nordic countries
11810,Q86888,Johann Georg von Langen,re_nordic_countries,Nordic countries,1699.0,botanist,europe,Nordic countries
11835,Q3165710,Jacob Wilde,re_nordic_countries,Nordic countries,1679.0,historian,europe,Nordic countries
11951,Q237871,Catherine of Vadstena,re_nordic_countries,Nordic countries,1331.0,philosopher,europe,Nordic countries
12045,Q5576930,Georg Biurman,re_nordic_countries,Nordic countries,1700.0,geographer,europe,Nordic countries
12080,Q2293455,Olaus Swebilius,re_nordic_countries,Nordic countries,1624.0,theologian,europe,Nordic countries
12124,Q1445174,Gunnlaugr Leifsson,re_nordic_countries,Nordic countries,1150.0,historian,europe,Nordic countries
12212,Q5629850,Pehr Ekermann,re_nordic_countries,Nordic countries,1697.0,zoologist,europe,Nordic countries
12252,Q471933,Jón Árnason,re_nordic_countries,Nordic countries,1665.0,theologian,europe,Nordic countries
12257,Q3377679,Petrus Astronomus,re_nordic_countries,Nordic countries,1450.0,astronomer,europe,Nordic countries
